0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0000000000000000000000000000000000000000000000000000000000055500000000000000000000000000000000000000
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0000000000000000000000000000000000000000000000005555500000000000000555000000000000000000000000000000
2222220000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000
0000000000000000000000000000000000000000000000001111100000000000000000002222222222222000000000000000
0000000222222000000000000000000555555550000000001111100555000000000000000000000000000000000000000000
0000000000000000000000000000000000000005555555551111100111000000000000000000000000000002222222222222
0000000000000000000000000000000000000001111111111111100111000005555000000000000000000000000000000000
0000000000000000000000000000000000000001111111111111100111000001111000005555555555555000000000000000
6666666666666655555555555555555555666661111111111111166111666661111666661111111111111666666666666666
###
1,3160.0,360.0
1,3120.0,360.0
1,3080.0,360.0
3,3040.0,320.0
3,3200.0,320.0
2,3520.0,360.0
2,3560.0,360.0
2,3600.0,360.0
2,3680.0,360.0
2,3640.0,360.0
2,3720.0,360.0
2,3800.0,360.0
2,3840.0,360.0
2,3880.0,360.0
2,3920.0,360.0
2,3760.0,360.0
2,3280.0,360.0
2,3000.0,360.0
2,2680.0,120.0
2,2760.0,120.0
2,2720.0,120.0
1,2560.0,320.0
4,3360.0,320.0
5,2640.0,200.0
5,2200.0,120.0
4,2240.0,200.0
3,1840.0,240.0
2,1800.0,280.0
2,1760.0,280.0
2,1720.0,280.0
2,1680.0,280.0
2,1640.0,280.0
2,1320.0,240.0
2,1400.0,240.0
2,1360.0,240.0
2,1440.0,240.0
5,1600.0,160.0
5,1160.0,280.0
4,1480.0,200.0
3,1080.0,360.0
3,840.0,360.0
3,760.0,360.0
4,600.0,360.0
2,640.0,400.0
2,680.0,400.0
2,720.0,320.0
2,760.0,280.0
2,880.0,280.0
2,920.0,320.0
2,960.0,400.0
2,800.0,240.0
2,840.0,240.0
2,1000.0,400.0
2,320.0,320.0
2,360.0,320.0
2,400.0,320.0
2,440.0,320.0
